,year,roll_number,congress,session,chamber,bill,vote_question,vote_type,date,time,vote_result,description,yea,nay,not_voting
45,1989,45,101,1,Senate,S. 774,"On the Amendment S.Amdt. 49: Specter Amendment No. 49; That it is a sense of the Congress that the 800-bed local correctional treatment facility be completed at the earliest possible date to assist against crime generally and drug-related crime, specifically.",1/2,18/4/1989,10:48AM,Amendment Agreed to,"That it is a sense of the Congress that the 800-bed local correctional treatment facility be completed at the earliest possible date to assist against crime generally and drug-related crime, specifically.",98,0,
46,1989,46,101,1,Senate,S. 774,On the Motion to Table S.Amdt. 50: Kerrey Amendment No. 50; To broaden the membership and qualifications of the members of the Oversight Board of the Resolution Trust Corporation.,1/2,18/4/1989,12:02PM,Motion to Table Agreed to,To broaden the membership and qualifications of the members of the Oversight Board of the Resolution Trust Corporation.,66,32,
47,1989,47,101,1,Senate,S. 774,"On the Motion S.Amdt. 52: Motion To Waive Titles III And IV Of Budget Act Re: Amendment No. 52; To make the financing provisions on budget, and for other purposes.",3/5,18/4/1989,06:41PM,Motion Rejected,"To make the financing provisions on budget, and for other purposes.",48,50,
48,1989,48,101,1,Senate,S. 774,"On the Motion: Motion To Waive Titles 3 And 4; An original bill to reform, recapitalize, and consolidate the Federal deposit insurance system, to enhance the regulatory and enforcement powers of Federal financial institutions regulatory agencies, and for other purposes.",3/5,18/4/1989,08:15PM,Motion Agreed to,"An original bill to reform, recapitalize, and consolidate the Federal deposit insurance system, to enhance the regulatory and enforcement powers of Federal financial institutions regulatory agencies, and for other purposes.",88,11,
49,1989,49,101,1,Senate,S. 774,On the Motion to Table S.Amdt. 54: Motion To Table Nickles Amendment No. 54; To provide discretionary authority for the treatment of certain deposits as deposits for insurance purposes.,1/2,18/4/1989,08:33PM,Motion to Table Agreed to,To provide discretionary authority for the treatment of certain deposits as deposits for insurance purposes.,62,37,
50,1989,50,101,1,Senate,S. 774,On the Motion to Table S.Amdt. 55: Motion To Table Amendment No. 55; To require confirmation of the Chairman of the Office of Savings Associations.,1/2,19/4/1989,10:15AM,Motion to Table Agreed to,To require confirmation of the Chairman of the Office of Savings Associations.,61,38,
51,1989,51,101,1,Senate,S. 774,"On Passage of the Bill: S.774 Passed; An original bill to reform, recapitalize, and consolidate the Federal deposit insurance system, to enhance the regulatory and enforcement powers of Federal financial institutions regulatory agencies, and for other purposes.",1/2,19/4/1989,03:55PM,Bill Passed,"An original bill to reform, recapitalize, and consolidate the Federal deposit insurance system, to enhance the regulatory and enforcement powers of Federal financial institutions regulatory agencies, and for other purposes.",91,8,
52,1989,52,101,1,Senate,S. 431,On the Amendment S.Amdt. 66: Helms Amdt. No. 66; To delete funding for the Commission.,1/2,2/5/1989,11:31AM,Amendment Rejected,To delete funding for the Commission.,11,86,
53,1989,53,101,1,Senate,S. 431,On the Amendment S.Amdt. 65: Helms Amdt. No.65; To extend the Commission for two years.,1/2,2/5/1989,11:50AM,Amendment Rejected,To extend the Commission for two years.,6,92,
54,1989,54,101,1,Senate,S. 431,"On the Amendment S.Amdt. 68: Helms Amdt. No. 68; To prohibit the Martin Luther King, Jr., Federal Holiday Commission from engaging in lobbying activities.",1/2,2/5/1989,04:05PM,Amendment Rejected,"To prohibit the Martin Luther King, Jr., Federal Holiday Commission from engaging in lobbying activities.",19,80,
55,1989,55,101,1,Senate,S. 431,"On the Amendment S.Amdt. 69: Helms Amendment No.69 Rejected; To prohibit the Martin Luther King, Jr., Federal Holiday Commission from engaging in certain educational activities.",1/2,2/5/1989,04:25PM,Amendment Rejected,"To prohibit the Martin Luther King, Jr., Federal Holiday Commission from engaging in certain educational activities.",7,91,
56,1989,56,101,1,Senate,S. 431,"On the Amendment S.Amdt. 67: Nunn-Helms Amdt. No. 67; To restrict certain activities of the Martin Luther King, Jr., Federal Holiday Commission, to require such Commission to be subject to the Federal Advisory Committee Act.",1/2,2/5/1989,05:03PM,Amendment Agreed to,"To restrict certain activities of the Martin Luther King, Jr., Federal Holiday Commission, to require such Commission to be subject to the Federal Advisory Committee Act.",96,0,
57,1989,57,101,1,Senate,H.R. 1385,"On Passage of the Bill: H.R. 1385 Final Passage; A bill to make permanent the Martin Luther King Jr., Federal Holiday Commission.",1/2,2/5/1989,05:30PM,Bill Passed,"A bill to make permanent the Martin Luther King Jr., Federal Holiday Commission.",90,7,
58,1989,58,101,1,Senate,S.Con.Res. 30,On the Amendment S.Amdt. 74: Exon Amdt. No. 74; Calling for further deficit reduction.,1/2,3/5/1989,12:03PM,Amendment Agreed to,Calling for further deficit reduction.,54,44,
59,1989,59,101,1,Senate,S.Con.Res. 30,On the Amendment S.Amdt. 75: Specter Amdt. No. 75; To provide funds to relieve State prison overcrowding and to provide additional funds for the Bureau of Alcohol Tobacco and Firearms.,1/2,3/5/1989,04:10PM,Amendment Agreed to,To provide funds to relieve State prison overcrowding and to provide additional funds for the Bureau of Alcohol Tobacco and Firearms.,97,1,
60,1989,60,101,1,Senate,S.Con.Res. 30,"On the Motion to Table S.Amdt. 81: Motion To Table  S.Amdt. No. 81 Agreed To; To provide increased funding for education, training and social services.",1/2,3/5/1989,06:47PM,Motion to Table Agreed to,"To provide increased funding for education, training and social services.",64,31,
61,1989,61,101,1,Senate,S.Con.Res. 30,"On the Amendment S.Amdt. 90: Hollings Amdt. No. 90; To set forth the Congressional Budget for the United States Government for the fiscal years 1990, 1991, and 1992.",1/2,4/5/1989,04:22PM,Amendment Rejected,"To set forth the Congressional Budget for the United States Government for the fiscal years 1990, 1991, and 1992.",18,82,
62,1989,62,101,1,Senate,S.Res. 120,On the Resolution: S. Res.120; A resolution relating to free and fair elections in Panama.,1/2,4/5/1989,04:43PM,Resolution Agreed to,A resolution relating to free and fair elections in Panama.,100,0,
63,1989,63,101,1,Senate,S.Con.Res. 30,"On the Motion to Recommit: Motion To Recommit - S.Con.Res 30; An original concurrent resolution setting forth the congressional budget for the United States Government for the fiscal years 1990, 1991, and 1992.",1/2,4/5/1989,06:11PM,Motion to Recommit Rejected,,19,81,
64,1989,64,101,1,Senate,H.Con.Res. 106,"On the Resolution: H.Con.Res.106; A concurrent resolution setting forth the congressional budget for the United States Government for the fiscal years 1990, 1991, and 1992.",1/2,4/5/1989,07:04PM,Resolution Agreed to,,68,31,
65,1989,65,101,1,Senate,S.J.Res. 100,On the Joint Resolution: S.J.Res.100; A joint resolution disapproving the certification by the President under section 481(h) of the Foreign Assistance Act of 1961 with respect to the Bahamas.,1/2,10/5/1989,04:36PM,Joint Resolution Defeated,A joint resolution disapproving the certification by the President under section 481(h) of the Foreign Assistance Act of 1961 with respect to the Bahamas.,40,57,
66,1989,66,101,1,Senate,S.J.Res. 113,"On the Amendment S.Amdt. 102: Dixon Amdt. No. 102; To prohibit the export of technology, defense articles, and defense services to codevelop the FSX aircraft with Japan.",1/2,16/5/1989,05:32PM,Amendment Rejected,"To prohibit the export of technology, defense articles, and defense services to codevelop the FSX aircraft with Japan.",47,52,
67,1989,67,101,1,Senate,S.J.Res. 113,On the Amendment S.Amdt. 101: Byrd Amdt. No. 101 As Amended; Relating to the cooperative arrangement with Japan regarding the FSX weapon system.,1/2,16/5/1989,06:58PM,Amendment Agreed to,Relating to the cooperative arrangement with Japan regarding the FSX weapon system.,72,27,
68,1989,68,101,1,Senate,H.R. 2,"On the Conference Report: Minimum Wage Conf. Report; A bill to amend the Fair Labor Standards Act of 1938 to restore the minimum wage to a fair and equitable rate, and for other purposes.",1/2,17/5/1989,03:59PM,Conference Report Agreed to,"A bill to amend the Fair Labor Standards Act of 1938 to restore the minimum wage to a fair and equitable rate, and for other purposes.",63,37,
69,1989,69,101,1,Senate,H.Con.Res. 106,"On the Conference Report: Budget Resolution Conference  Report; A concurrent resolution setting forth the congressional budget for the United States Government for the fiscal years 1990, 1991, and 1992.",1/2,18/5/1989,03:45PM,Conference Report Agreed to,,63,37,
70,1989,70,101,1,Senate,H.Con.Res. 136,On the Concurrent Resolution: H.Con.Res.136; A concurrent resolution expressing the sense of the Congress on the movement for democracy in China.,1/2,31/5/1989,05:22PM,Concurrent Resolution Agreed to,,89,0,
71,1989,71,101,1,Senate,S. 593,On the Amendment S.Amdt. 106: Helms Amdt. No. 106; To encourage the promulgation of guidelines by persons in the television industry regarding sexually explicit material.,1/2,31/5/1989,05:40PM,Amendment Agreed to,To encourage the promulgation of guidelines by persons in the television industry regarding sexually explicit material.,91,0,
72,1989,72,101,1,Senate,H.R. 2072,On the Motion to Table S.Amdt. 111: Motion to Table Motion to Waive Budget Act; A bill to provide for additional funding for Federal prison space.,1/2,1/6/1989,10:54AM,Motion to Table Agreed to,A bill to provide for additional funding for Federal prison space.,77,18,
73,1989,73,101,1,Senate,H.R. 2072,On the Motion to Table S.Amdt. 114: Motion To Table Coats Amdt. No. 114; To express the sense of the Senate that a democratically elected government be in place in Panama before the Senate gives its advice and consent for the nominee for the position of Administrator of the Panama Canal Commission.,1/2,1/6/1989,01:25PM,Motion to Table Failed,To express the sense of the Senate that a democratically elected government be in place in Panama before the Senate gives its advice and consent for the nominee for the position of Administrator of the Panama Canal Commission.,31,63,
74,1989,74,101,1,Senate,H.R. 2072,On the Motion to Table S.Amdt. 117: Motion to Table the Appeal; To provide funds for anti-drug programs as authorized in the Omnibus Anti-Drug Abuse Act of 1988.,1/2,1/6/1989,03:06PM,Motion to Table Agreed to,To provide funds for anti-drug programs as authorized in the Omnibus Anti-Drug Abuse Act of 1988.,81,15,
75,1989,75,101,1,Senate,H.R. 2072,On the Amendment S.Amdt. 119: Graham Amdt. No. 119; To express the sense of the Senate concerning the restoration of Eastern Airlines.,1/2,1/6/1989,04:16PM,Amendment Agreed to,To express the sense of the Senate concerning the restoration of Eastern Airlines.,94,0,
76,1989,76,101,1,Senate,H.R. 2072,"On the Motion to Table S.Amdt. 123: Motion To Table The Motion To Waive; To amend the Internal Revenue Code of 1986 to increase the tax on cigarettes, distilled spirits, wines, and beer, and to appropriate the resulting revenues to fund the Omnibus Anti-Substance Abuse Act of 1988.",1/2,1/6/1989,07:25PM,Motion to Table Agreed to,"To amend the Internal Revenue Code of 1986 to increase the tax on cigarettes, distilled spirits, wines, and beer, and to appropriate the resulting revenues to fund the Omnibus Anti-Substance Abuse Act of 1988.",71,20,
77,1989,77,101,1,Senate,H.R. 2072,"On the Motion to Table the Motion to Recommit: Motion To Table The Motion To Recommit; A bill making dire emergency supplemental appropriations and transfers, urgent supplementals and correcting enrollment errors for the fiscal year ending September 30, 1989, and for other purposes.",1/2,1/6/1989,08:16PM,Motion to Table Motion to Recommit Agreed to,"A bill making dire emergency supplemental appropriations and transfers, urgent supplementals and correcting enrollment errors for the fiscal year ending September 30, 1989, and for other purposes.",61,29,
78,1989,78,101,1,Senate,S.Res. 142,"On the Resolution: Mitchell Resolution - S.Res. 142; A resolution condemning the brutal use of force by the Government of the People's Republic of China against unarmed Chinese students and workers demonstrating for democracy, and for other purposes.",1/2,6/6/1989,06:50PM,Resolution Agreed to,"A resolution condemning the brutal use of force by the Government of the People's Republic of China against unarmed Chinese students and workers demonstrating for democracy, and for other purposes.",100,0,
79,1989,79,101,1,Senate,H.R. 2072,On the Motion to Table S.Amdt. 141: Motion To Table; To strike the provision dealing with South Africa.,1/2,6/6/1989,07:32PM,Motion to Table Agreed to,To strike the provision dealing with South Africa.,69,29,
80,1989,80,101,1,Senate,H.R. 2072,On the Motion to Table S.Amdt. 137: Motion To Table; To repeal section 89 of the Internal Revenue Code of 1986.,1/2,6/6/1989,07:51PM,Motion to Table Failed,To repeal section 89 of the Internal Revenue Code of 1986.,0,99,
81,1989,81,101,1,Senate,H.R. 2072,On the Amendment S.Amdt. 138: Mitchell Amdt. No. 138; Relating to section 89 of the Internal Revenue Code of 1986.,1/2,6/6/1989,06:11PM,Amendment Agreed to,Relating to section 89 of the Internal Revenue Code of 1986.,98,0,
82,1989,82,101,1,Senate,H.R. 2072,On the Motion S.Amdt. 142: Motion To Waive The Budget Act; To repeal section 89 of the Internal Revenue Code of 1986.,3/5,6/6/1989,08:45PM,Motion Rejected,To repeal section 89 of the Internal Revenue Code of 1986.,49,50,
83,1989,83,101,1,Senate,H.R. 2072,On the Motion to Table S.Amdt. 140: Motion To Table Mitchell Amendment No. 140; To express the sense of the Senate relating to the premium amounts under the Medicare Catastrophic Coverage Act.,1/2,7/6/1989,07:38PM,Motion to Table Failed,To express the sense of the Senate relating to the premium amounts under the Medicare Catastrophic Coverage Act.,49,51,
84,1989,84,101,1,Senate,H.R. 1722,On the Motion to Table S.Amdt. 144: Motion To Table Metzenbaum Amdt. No. 144; To provide for reinstitution of price controls in the event of a dramatic increase in the market price of natural gas.,1/2,8/6/1989,03:46PM,Motion to Table Agreed to,To provide for reinstitution of price controls in the event of a dramatic increase in the market price of natural gas.,89,8,
85,1989,85,101,1,Senate,H.R. 1722,On the Motion to Table S.Amdt. 145: Motion To Table; To provide fair refunds to consumers of natural gas who are found to have been overcharged.,1/2,8/6/1989,04:51PM,Motion to Table Agreed to,To provide fair refunds to consumers of natural gas who are found to have been overcharged.,53,43,
86,1989,86,101,1,Senate,H.R. 1722,On the Motion to Table S.Amdt. 191: Motion To Table; To declare indefinite price escalator clauses to be presumptively unjust and unreasonable.,1/2,13/6/1989,03:24PM,Motion to Table Agreed to,To declare indefinite price escalator clauses to be presumptively unjust and unreasonable.,73,23,
87,1989,87,101,1,Senate,H.R. 1722,On the Motion to Table S.Amdt. 192: Motion To Table; To prohibit passthrough of unjust and unreasonable costs incurred by a natural gas company as a result of an act in violation of environmental law.,1/2,13/6/1989,04:59PM,Motion to Table Agreed to,To prohibit passthrough of unjust and unreasonable costs incurred by a natural gas company as a result of an act in violation of environmental law.,66,31,
88,1989,88,101,1,Senate,H.R. 1722,On the Motion to Table S.Amdt. 193: Motion To Table S.Amdt. 193; To declare take-or-pay clauses to be presumptively unjust and unreasonable.,1/2,13/6/1989,06:17PM,Motion to Table Agreed to,To declare take-or-pay clauses to be presumptively unjust and unreasonable.,63,35,
89,1989,89,101,1,Senate,H.R. 1722,On the Motion to Table S.Amdt. 194: Motion To table Metzenbaum Amendment No.194; To require the Federal Energy Regulatory Commission to use its existing authority to decontrol incentive pricing for certain high cost natural gas.,1/2,13/6/1989,07:06PM,Motion to Table Agreed to,To require the Federal Energy Regulatory Commission to use its existing authority to decontrol incentive pricing for certain high cost natural gas.,87,11,
90,1989,90,101,1,Senate,H.R. 1722,"On the Motion to Table S.Amdt. 195: Motion To Table S.Amdt. 195; That FERC may require, by rule or order, any interstate pipeline to transport natural gas.",1/2,14/6/1989,12:05PM,Motion to Table Agreed to,"That FERC may require, by rule or order, any interstate pipeline to transport natural gas.",55,44,
91,1989,91,101,1,Senate,H.R. 1722,"On Passage of the Bill: H.R. 1722 Passed; A bill to amend the Natural Gas Policy Act of 1978 to eliminate wellhead price controls on the first sale of natural gas, and to make technical and conforming amendments to such Act.",1/2,14/6/1989,12:27PM,Bill Passed,"A bill to amend the Natural Gas Policy Act of 1978 to eliminate wellhead price controls on the first sale of natural gas, and to make technical and conforming amendments to such Act.",82,17,
92,1989,92,101,1,Senate,PN228,On the Nomination: Burt Nomination,1/2,14/6/1989,06:06PM,Nomination Confirmed,"Richard Reeves Burt, of Arizona, for the rank of Ambassador during his tenure of service as Head of Delegation on Nuclear and Space Talks and Chief Negotiator on Strategic Nuclear Arms (START)",89,10,
93,1989,93,101,1,Senate,S. 5,On the Amendment S.Amdt. 201: Dole Amendment No. 201; To provide for a perfecting amendment.,1/2,22/6/1989,12:20PM,Amendment Rejected,To provide for a perfecting amendment.,44,56,
94,1989,94,101,1,Senate,S. 5,On the Amendment S.Amdt. 196: Mitchell Amdt. No. 196; In the nature of a substitute.,1/2,22/6/1989,12:40PM,Amendment Agreed to,In the nature of a substitute.,63,37,
95,1989,95,101,1,Senate,S.Res. 151,"On the Resolution: S.Res.151; A resolution to express the sense of the Senate on the decision of the United States Supreme Court, declaring unconstitutional the Texas statute prohibiting the desecration of the flag.",1/2,22/6/1989,04:49PM,Resolution Agreed to,"A resolution to express the sense of the Senate on the decision of the United States Supreme Court, declaring unconstitutional the Texas statute prohibiting the desecration of the flag.",97,3,
96,1989,96,101,1,Senate,S. 5,"On the Amendment S.Amdt. 203: Bentsen Amdt. No. 203; To amend title II of the Social Security Act to increase the retirement test exempt amount to $10,560 in 1990, to lower the reduction factor for certain earnings to 25 percent, and for other purposes.",1/2,22/6/1989,06:05PM,Amendment Agreed to,"To amend title II of the Social Security Act to increase the retirement test exempt amount to $10,560 in 1990, to lower the reduction factor for certain earnings to 25 percent, and for other purposes.",100,0,
